election_id,election_name,election_date,state,total_seats,pollster,pollster_harmonized,predictions_json,predictions_json_harmonized,actual_results_json,source,intervalscore,winner_correct,abserror,predicted_winner,actual_winner
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,People's Insight,People's Insight,"{""AAP"": [15, 15], ""NDA"": [54, 54], ""INC"": [1, 1], ""Others"": [0, 0]}","{""AAP"": [12, 18], ""NDA"": [51, 57], ""INC"": [1, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.2857,1,0.0518,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,People's Pulse,People's Pulse,"{""AAP"": [10, 19], ""NDA"": [51, 60], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": [10, 19], ""NDA"": [51, 60], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.3,1,0.0536,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Poll Diary,Poll Diary,"{""AAP"": [18, 25], ""NDA"": [42, 50], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": [18, 25], ""NDA"": [42, 50], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.1071,1,0.0125,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Chanakya Strategies,Chanakya Strategies,"{""AAP"": [25, 28], ""NDA"": [39, 44], ""INC"": [2, 3], ""Others"": [0, 1]}","{""AAP"": [25, 28], ""NDA"": [39, 44], ""INC"": [2, 3], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.2571,1,0.05,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,DV Research,DV Research,"{""AAP"": [26, 34], ""NDA"": [36, 44], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": [26, 34], ""NDA"": [36, 44], ""INC"": [0, 0], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.3429,1,0.0571,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,JVC,JVC,"{""AAP"": [22, 31], ""NDA"": [39, 45], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": [22, 31], ""NDA"": [39, 45], ""INC"": [0, 2], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.1929,1,0.0411,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Mind Brink,Mind Brink,"{""AAP"": [44, 49], ""NDA"": [21, 25], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": [44, 49], ""NDA"": [21, 25], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",1.35,0,0.1786,AAP,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Weepreside,Weepreside,"{""AAP"": [46, 52], ""NDA"": [18, 23], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": [46, 52], ""NDA"": [18, 23], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",1.4786,0,0.1964,AAP,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,SAS Group,SAS Group,"{""AAP"": [27, 30], ""NDA"": [38, 41], ""INC"": [1, 3], ""Others"": [0, 0]}","{""AAP"": [27, 30], ""NDA"": [38, 41], ""INC"": [1, 3], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.3857,1,0.0607,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Superbo-Poll,Superbo-Poll,"{""AAP"": [38, 43], ""NDA"": [20, 25], ""INC"": [7, 12], ""Others"": [0, 0]}","{""AAP"": [38, 43], ""NDA"": [20, 25], ""INC"": [7, 12], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",1.1857,0,0.1911,AAP,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Axis My India,Axis My India,"{""AAP"": [15, 25], ""NDA"": [45, 55], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": [15, 25], ""NDA"": [45, 55], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.1429,1,0.0161,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,CNX,CNX,"{""AAP"": [10, 19], ""NDA"": [49, 61], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": [10, 19], ""NDA"": [49, 61], ""INC"": [0, 1], ""Others"": [0, 0]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.2643,1,0.0536,NDA,NDA
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-08,Delhi,70,Today's Chanakya,Today's Chanakya,"{""AAP"": [13, 25], ""NDA"": [45, 57], ""INC"": [0, 1], ""Others"": [0, 3]}","{""AAP"": [13, 25], ""NDA"": [45, 57], ""INC"": [0, 1], ""Others"": [0, 3]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}","Wikipedia: 2025 Delhi Legislative Assembly election, https://en.wikipedia.org/wiki/2025_Delhi_Legislative_Assembly_election",0.1714,1,0.0286,NDA,NDA
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,P-MARQ,P-Marq,"{""Maha Yuti"": [147, 157], ""MVA"": [106, 146], ""Others"": [2, 8]}","{""Maha Yuti"": [147, 157], ""MVA"": [106, 146], ""Others"": [2, 8]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.6852,1,0.1863,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,People's Pulse,People's Pulse,"{""Maha Yuti"": [175, 195], ""MVA"": [85, 112], ""Others"": [7, 12]}","{""Maha Yuti"": [175, 195], ""MVA"": [85, 112], ""Others"": [7, 12]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.4259,1,0.1215,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Matrize,Matrize,"{""Maha Yuti"": [150, 170], ""MVA"": [110, 130], ""Others"": [8, 10]}","{""Maha Yuti"": [150, 170], ""MVA"": [110, 130], ""Others"": [8, 10]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.6505,1,0.1748,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Lokshahi-Marathi Rudra,Lokshahi-Marathi Rudra,"{""Maha Yuti"": [148, 162], ""MVA"": [105, 120], ""Others"": [18, 23]}","{""Maha Yuti"": [148, 162], ""MVA"": [105, 120], ""Others"": [18, 23]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.7014,1,0.1852,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,JVC,JVC,"{""Maha Yuti"": [150, 167], ""MVA"": [107, 125], ""Others"": [13, 14]}","{""Maha Yuti"": [150, 167], ""MVA"": [107, 125], ""Others"": [13, 14]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.6667,1,0.1771,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Today's Chanakya,Today's Chanakya,"{""Maha Yuti"": [164, 186], ""MVA"": [89, 111], ""Others"": [8, 18]}","{""Maha Yuti"": [164, 186], ""MVA"": [89, 111], ""Others"": [8, 18]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.4931,1,0.1389,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Dainik Bhaskar,Dainik Bhaskar,"{""Maha Yuti"": [125, 140], ""MVA"": [135, 150], ""Others"": [20, 25]}","{""Maha Yuti"": [125, 140], ""MVA"": [135, 150], ""Others"": [20, 25]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.9525,0,0.2483,MVA,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,KK Survey and Strategies,KK Surveys,"{""Maha Yuti"": [225, 225], ""MVA"": [56, 56], ""Others"": [7, 7]}","{""Maha Yuti"": [215, 235], ""MVA"": [45, 67], ""Others"": [5, 9]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.0625,1,0.0231,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Electoral Edge,Electoral Edge,"{""Maha Yuti"": [148, 148], ""MVA"": [150, 150], ""Others"": [20, 20]}","{""Maha Yuti"": [138, 158], ""MVA"": [139, 161], ""Others"": [18, 22]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.8912,0,0.2361,MVA,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Poll Diary,Poll Diary,"{""Maha Yuti"": [122, 186], ""MVA"": [69, 121], ""Others"": [10, 27]}","{""Maha Yuti"": [122, 186], ""MVA"": [69, 121], ""Others"": [10, 27]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.5012,1,0.1638,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,People's Insight,People's Insight,"{""Maha Yuti"": [213, 213], ""MVA"": [60, 60], ""Others"": [15, 15]}","{""Maha Yuti"": [203, 223], ""MVA"": [49, 71], ""Others"": [13, 17]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.1551,1,0.0509,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,Axis My India,Axis My India,"{""Maha Yuti"": [178, 200], ""MVA"": [82, 102], ""Others"": [6, 12]}","{""Maha Yuti"": [178, 200], ""MVA"": [82, 102], ""Others"": [6, 12]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.3796,1,0.1088,Maha Yuti,Maha Yuti
maharashtra_2024,2024 Maharashtra Legislative Assembly election,2024-11-23,Maharashtra,288,CNX,CNX,"{""Maha Yuti"": [160, 179], ""MVA"": [100, 119], ""Others"": [6, 12]}","{""Maha Yuti"": [160, 179], ""MVA"": [100, 119], ""Others"": [6, 12]}","{""Maha Yuti"": 235, ""MVA"": 50, ""Others"": 3}","Wikipedia: 2024 Maharashtra Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Maharashtra_Legislative_Assembly_election",0.5556,1,0.1516,Maha Yuti,Maha Yuti
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Axis My India,Axis My India,"{""NDA"": [17, 27], ""MGB"": [49, 59], ""Others"": [1, 6]}","{""NDA"": [17, 27], ""MGB"": [49, 59], ""Others"": [1, 6]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.1029,1,0.0267,MGB,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,People's Insight,People's Insight,"{""NDA"": [42, 42], ""MGB"": [33, 33], ""Others"": [6, 6]}","{""NDA"": [39, 45], ""MGB"": [30, 36], ""Others"": [5, 7]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.6996,0,0.1893,NDA,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Chanakya Strategies,Chanakya Strategies,"{""NDA"": [45, 50], ""MGB"": [35, 38], ""Others"": [3, 5]}","{""NDA"": [45, 50], ""MGB"": [35, 38], ""Others"": [3, 5]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.716,0,0.1893,NDA,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Dainik Bhaskar,Dainik Bhaskar,"{""NDA"": [37, 40], ""MGB"": [36, 39], ""Others"": [0, 2]}","{""NDA"": [37, 40], ""MGB"": [36, 39], ""Others"": [0, 2]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.5267,0,0.1358,NDA,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Electoral Edge,Electoral Edge,"{""NDA"": [32, 32], ""MGB"": [42, 42], ""Others"": [7, 7]}","{""NDA"": [29, 35], ""MGB"": [39, 45], ""Others"": [6, 8]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.4033,1,0.1152,MGB,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Matrize,Matrize,"{""NDA"": [42, 47], ""MGB"": [25, 30], ""Others"": [1, 4]}","{""NDA"": [42, 47], ""MGB"": [25, 30], ""Others"": [1, 4]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.7778,0,0.2078,NDA,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,P-Marq,P-Marq,"{""NDA"": [31, 40], ""MGB"": [37, 47], ""Others"": [6, 8]}","{""NDA"": [31, 40], ""MGB"": [37, 47], ""Others"": [6, 8]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.4321,1,0.1296,MGB,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,Times Now - JVC,JVC,"{""NDA"": [40, 44], ""MGB"": [30, 40], ""Others"": [1, 1]}","{""NDA"": [40, 44], ""MGB"": [30, 40], ""Others"": [1, 1]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.5844,0,0.1605,NDA,MGB
jharkhand_2024,2024 Jharkhand Legislative Assembly election,2024-11-23,Jharkhand,81,People's Pulse,People's Pulse,"{""NDA"": [44, 53], ""MGB"": [25, 37], ""Others"": [5, 9]}","{""NDA"": [44, 53], ""MGB"": [25, 37], ""Others"": [5, 9]}","{""MGB"": 56, ""NDA"": 24, ""Others"": 1}","Wikipedia: 2024 Jharkhand Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jharkhand_Legislative_Assembly_election",0.8107,0,0.2284,NDA,MGB
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,Dainik Bhaskar,Dainik Bhaskar,"{""BJP"": [19, 29], ""INDIA"": [44, 54], ""Others"": [1, 6]}","{""BJP"": [19, 29], ""INDIA"": [44, 54], ""Others"": [1, 6]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.4778,0,0.1389,INDIA,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,People's Insight,People's Insight,"{""BJP"": [53, 53], ""INDIA"": [31, 31], ""Others"": [6, 6]}","{""BJP"": [49, 57], ""INDIA"": [27, 35], ""Others"": [3, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.1259,1,0.0444,BJP,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,DHRUV,DHRUV,"{""BJP"": [27, 27], ""INDIA"": [57, 57], ""Others"": [6, 6]}","{""BJP"": [23, 31], ""INDIA"": [53, 61], ""Others"": [3, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.5704,0,0.1556,INDIA,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,Matrize,Matrize,"{""BJP"": [18, 24], ""INDIA"": [55, 62], ""Others"": [5, 14]}","{""BJP"": [18, 24], ""INDIA"": [55, 62], ""Others"": [5, 14]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.7037,0,0.1963,INDIA,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,CVoter,CVoter,"{""BJP"": [20, 28], ""INDIA"": [50, 58], ""Others"": [10, 16]}","{""BJP"": [20, 28], ""INDIA"": [50, 58], ""Others"": [10, 16]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.6444,0,0.1815,INDIA,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,Politique Marquer,P-Marq,"{""BJP"": [31, 31], ""INDIA"": [56, 56], ""Others"": [3, 3]}","{""BJP"": [27, 35], ""INDIA"": [52, 60], ""Others"": [0, 6]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.4963,0,0.1407,INDIA,BJP
haryana_2024,2024 Haryana Legislative Assembly election,2024-10-08,Haryana,90,People's Pulse,People's Pulse,"{""BJP"": [20, 32], ""INDIA"": [49, 61], ""Others"": [5, 9]}","{""BJP"": [20, 32], ""INDIA"": [49, 61], ""Others"": [5, 9]}","{""BJP"": 48, ""INDIA"": 37, ""Others"": 5}","Wikipedia: 2024 Haryana Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Haryana_Legislative_Assembly_election",0.5185,0,0.1556,INDIA,BJP
jammu_kashmir_2024,2024 Jammu and Kashmir Legislative Assembly election,2024-10-08,Jammu and Kashmir,90,CVoter,CVoter,"{""INDIA"": [40, 48], ""BJP"": [27, 32], ""JKPDP"": [6, 12], ""Others"": [6, 11]}","{""INDIA"": [40, 48], ""BJP"": [27, 32], ""JKPDP"": [6, 12], ""Others"": [6, 11]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}","Wikipedia: 2024 Jammu and Kashmir Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jammu_and_Kashmir_Legislative_Assembly_election",0.1111,1,0.0333,INDIA,INDIA
jammu_kashmir_2024,2024 Jammu and Kashmir Legislative Assembly election,2024-10-08,Jammu and Kashmir,90,People's Pulse,People's Pulse,"{""INDIA"": [46, 50], ""BJP"": [23, 27], ""JKPDP"": [7, 11], ""Others"": [4, 6]}","{""INDIA"": [46, 50], ""BJP"": [23, 27], ""JKPDP"": [7, 11], ""Others"": [4, 6]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}","Wikipedia: 2024 Jammu and Kashmir Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jammu_and_Kashmir_Legislative_Assembly_election",0.1389,1,0.0417,INDIA,INDIA
jammu_kashmir_2024,2024 Jammu and Kashmir Legislative Assembly election,2024-10-08,Jammu and Kashmir,90,Axis My India,Axis My India,"{""INDIA"": [35, 45], ""BJP"": [24, 34], ""JKPDP"": [4, 6], ""Others"": [8, 23]}","{""INDIA"": [35, 45], ""BJP"": [24, 34], ""JKPDP"": [4, 6], ""Others"": [8, 23]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}","Wikipedia: 2024 Jammu and Kashmir Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jammu_and_Kashmir_Legislative_Assembly_election",0.1583,1,0.0486,INDIA,INDIA
jammu_kashmir_2024,2024 Jammu and Kashmir Legislative Assembly election,2024-10-08,Jammu and Kashmir,90,Gulistan News,Gulistan News,"{""INDIA"": [31, 36], ""BJP"": [28, 30], ""JKPDP"": [5, 7], ""Others"": [6, 16]}","{""INDIA"": [31, 36], ""BJP"": [28, 30], ""JKPDP"": [5, 7], ""Others"": [6, 16]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}","Wikipedia: 2024 Jammu and Kashmir Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jammu_and_Kashmir_Legislative_Assembly_election",0.2194,1,0.0569,INDIA,INDIA
jammu_kashmir_2024,2024 Jammu and Kashmir Legislative Assembly election,2024-10-08,Jammu and Kashmir,90,Poll of Polls,Poll of Polls,"{""INDIA"": [42, 42], ""BJP"": [27, 27], ""JKPDP"": [7, 7], ""Others"": [14, 14]}","{""INDIA"": [39, 45], ""BJP"": [25, 29], ""JKPDP"": [5, 9], ""Others"": [10, 18]}","{""INDIA"": 49, ""BJP"": 29, ""JKPDP"": 3, ""Others"": 9}","Wikipedia: 2024 Jammu and Kashmir Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Jammu_and_Kashmir_Legislative_Assembly_election",0.1389,1,0.05,INDIA,INDIA
andhra_pradesh_2024,2024 Andhra Pradesh Legislative Assembly election,2024-06-04,Andhra Pradesh,175,KK Surveys and Strategies,KK Surveys,"{""YSRCP"": [14, 14], ""Kutami"": [161, 161], ""INDIA"": [0, 0]}","{""YSRCP"": [8, 20], ""Kutami"": [154, 168], ""INDIA"": [0, 1]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}","Wikipedia: 2024 Andhra Pradesh Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Andhra_Pradesh_Legislative_Assembly_election",0.0743,1,0.0124,Kutami,Kutami
andhra_pradesh_2024,2024 Andhra Pradesh Legislative Assembly election,2024-06-04,Andhra Pradesh,175,RISE,RISE,"{""YSRCP"": [58, 58], ""Kutami"": [115, 115], ""INDIA"": [1, 1]}","{""YSRCP"": [52, 64], ""Kutami"": [108, 122], ""INDIA"": [0, 2]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}","Wikipedia: 2024 Andhra Pradesh Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Andhra_Pradesh_Legislative_Assembly_election",1.0229,1,0.1848,Kutami,Kutami
andhra_pradesh_2024,2024 Andhra Pradesh Legislative Assembly election,2024-06-04,Andhra Pradesh,175,People's Pulse,People's Pulse,"{""YSRCP"": [45, 60], ""Kutami"": [111, 135], ""INDIA"": [0, 0]}","{""YSRCP"": [45, 60], ""Kutami"": [111, 135], ""INDIA"": [0, 0]}","{""Kutami"": 164, ""YSRCP"": 11, ""INDIA"": 0}","Wikipedia: 2024 Andhra Pradesh Legislative Assembly election, https://en.wikipedia.org/wiki/2024_Andhra_Pradesh_Legislative_Assembly_election",0.8314,1,0.1571,Kutami,Kutami
