election_id,election_name,election_date,state,total_seats,pollster,in_range_score,winner_correct,predicted_winner,actual_winner,predictions_json,actual_results_json
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Matrize,0.0,True,NDA,NDA,"{""AAP"": [32, 37], ""NDA"": [35, 40], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,P-Marq,1.75,True,NDA,NDA,"{""AAP"": [21, 31], ""NDA"": [39, 49], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,People's Insight,0.0,True,NDA,NDA,"{""AAP"": [12, 18], ""NDA"": [51, 57], ""INC"": [1, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,People's Pulse,0.0,True,NDA,NDA,"{""AAP"": [10, 19], ""NDA"": [51, 60], ""INC"": [0, 0], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Poll Diary,2.2857,True,NDA,NDA,"{""AAP"": [18, 25], ""NDA"": [42, 50], ""INC"": [0, 2], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Chanakya Strategies,0.0,True,NDA,NDA,"{""AAP"": [25, 28], ""NDA"": [39, 44], ""INC"": [2, 3], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,DV Research,0.0,True,NDA,NDA,"{""AAP"": [26, 34], ""NDA"": [36, 44], ""INC"": [0, 0], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,JVC,0.6111,True,NDA,NDA,"{""AAP"": [22, 31], ""NDA"": [39, 45], ""INC"": [0, 2], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Mind Brink,0.0,False,AAP,NDA,"{""AAP"": [44, 49], ""NDA"": [21, 25], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Weepreside,0.0,False,AAP,NDA,"{""AAP"": [46, 52], ""NDA"": [18, 23], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,SAS Group,0.0,True,NDA,NDA,"{""AAP"": [27, 30], ""NDA"": [38, 41], ""INC"": [1, 3], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Superbo-Poll,0.0,False,AAP,NDA,"{""AAP"": [38, 43], ""NDA"": [20, 25], ""INC"": [7, 12], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Axis My India,1.75,True,NDA,NDA,"{""AAP"": [15, 25], ""NDA"": [45, 55], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,CNX,0.0,True,NDA,NDA,"{""AAP"": [10, 19], ""NDA"": [49, 61], ""INC"": [0, 1], ""Others"": [0, 1]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
delhi_2025,2025 Delhi Legislative Assembly election,2025-02-05,Delhi,70,Today's Chanakya,1.4583,True,NDA,NDA,"{""AAP"": [13, 25], ""NDA"": [45, 57], ""INC"": [0, 1], ""Others"": [0, 3]}","{""AAP"": 22, ""NDA"": 48, ""INC"": 0, ""Others"": 0}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,P-Marq,0.1667,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [147, 157], ""Maha Vikas Aghadi"": [106, 146], ""Others"": [2, 8]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,People's Pulse,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [175, 195], ""Maha Vikas Aghadi"": [85, 112], ""Others"": [7, 12]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Matrize,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [150, 170], ""Maha Vikas Aghadi"": [110, 130], ""Others"": [8, 10]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Lokshahi-Marathi Rudra,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [148, 162], ""Maha Vikas Aghadi"": [105, 120], ""Others"": [18, 23]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,JVC,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [150, 167], ""Maha Vikas Aghadi"": [107, 125], ""Others"": [13, 14]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
maharashtra_2024,2024 Maharashtra Legislative Assembly election,20 November 2024,Maharashtra,288,Today's Chanakya,0.0,True,Maha Yuti,Maha Yuti,"{""Maha Yuti"": [164, 186], ""Maha Vikas Aghadi"": [89, 111], ""Others"": [8, 18]}","{""Maha Yuti"": 235, ""Maha Vikas Aghadi"": 50, ""Others"": 3}"
